corpus	text	refind	label	description	class	relations	notes
veraa	hhak	0006	'ōnō	place of sunset	loc		
veraa	hhak	0007	vunu	village	loc		
veraa	hhak	0008	dir	they	hum		
veraa	hhak	0009	tōo	fowl	anm		
veraa	hhak	0010	qō	pig	anm		
veraa	hhak	0011	buluk	cow	anm		
veraa	hhak	0012	vunu	village	loc		
veraa	hhak	0013	sul	people of the village	hum		
veraa	hhak	0014	vunuō	village	loc		
veraa	hhak	0015	ren̄e	woman	hum		
veraa	hhak	0016	ruwa	two people, siblings	hum		
veraa	hhak	0017	'am̄an	man	hum	< 0016	
veraa	hhak	0018	nik	you two	hum	> 0016	depicted reality
veraa	hhak	0019	nak	canoe	inm		depicted reality
veraa	hhak	0020	ni-ni'i-k	children of 0017	hum		depicted reality
veraa	hhak	0021	'aqa-m	big belly of 0015	hum	M 0015	depicted reality
veraa	hhak	0022	kamam	us	hum	> 0016, 0020	depicted reality
veraa	hhak	0023	'aklē-gi	some more people	hum		
veraa	hhak	0024	nak	canoe	inm		depicted reality
veraa	hhak	0025	ni'i	small children of 0023	hum		depicted reality
veraa	hhak	0026	qoro	cave	loc		
veraa	hhak	0027	m̄ērm̄ēre	twins	hum		
veraa	hhak	0028	zero	twins and mother	hum	> 0015, 0027	
veraa	hhak	0029	go	food	inm		
veraa	hhak	0030	'ēqē	taro garden	loc		
veraa	hhak	0031	mēdēr	rocks to block the cave	inm		
veraa	hhak	0032	mēdēr	one rock to block the cave	inm		
veraa	hhak	0033	mēdēr	another rock	inm		
veraa	hhak	0034	'owo	brother	hum		depicted reality
veraa	hhak	0035	kamak	0034 and 0015	hum		depicted reality
veraa	hhak	0036	vus	bow	inm		depicted reality
veraa	hhak	0037	mes	fish	anm		
veraa	hhak	0038	nak	canoe	inm		depicted reality
veraa	hhak	0039	ge	one of the twins	hum	< 0027	
veraa	hhak	0040	so-gi	name of 0039	inm		
veraa	hhak	0041	ge	other one of the twins	hum	< 0027	
veraa	hhak	0042	so-gi	name of 0041	inm		
veraa	hhak	0044	wo'iqē	arrows	inm		
veraa	hhak	0045	lo	seaside	loc		
veraa	hhak	0046	lama	open sea	loc		
veraa	hhak	0047	n̄ērē'iē	coast	loc		
veraa	hhak	0048	qorot	noise	inm		depicted reality
veraa	hhak	0049	nes	song	inm		depicted reality
veraa	hhak	0050	lan̄	wind	inm		depicted reality
veraa	hhak	0051	ner	seaoak	inm		depicted reality
veraa	hhak	0052	mēdēr	rock	inm		
veraa	hhak	0053	mē'ēm̄ē	door of the cave	inm		
veraa	hhak	0054	mēdēr	rock	inm		
veraa	hhak	0055	mēdēr	rock	inm		
veraa	hhak	0056	es	life of the devil	inm		depicted reality
veraa	hhak	0057	vōwal	one shot	inm		
veraa	hhak	0059	vus	bow	inm		
veraa	hhak	0058	vōwal	one shot	inm		
veraa	hhak	0060	ma'ava	morning	inm		
veraa	hhak	0061	qi'i	head of the devil	bdp	M 0001	
veraa	hhak	0062	nev	fire	inm		
veraa	hhak	0063	'irbē	body of the devil	bdp	M 0001	
veraa	hhak	0064	gengen	food	inm		
veraa	hhak	0065	nos	smoke	inm		
veraa	hhak	0066	tōo	fowl	anm		
veraa	hhak	0067	qō	pig	anm		
veraa	hhak	0068	bigbig	meat	inm		
veraa	hhak	0069	gengen	food	inm		
veraa	hhak	0070	maranaga	chief	hum		
veraa	hhak	0071	nak	canoe	inm		
veraa	hhak	0072	qōtō	basket	inm		
veraa	hhak	0073	ZERO	people	hum		
veraa	hhak	0074	mē'ērsa	harbour	loc		
veraa	hhak	0075	nak	canoe	inm		
veraa	hhak	0076	nōn	beach	loc		
veraa	hhak	0077	nak	canoe	inm		
veraa	isam	0001	Lemerig	Lemerig	loc
veraa	isam	0001	Lemerig	Lemerig	loc
veraa	isam	0002	'an̄sar	people of Lemerig	hum	> 00091, 0010
veraa	isam	0003	me'	reef	loc	> 0017, 0024, 0037, 0038, 0039; < 0018	
veraa	isam	0004	vo-von̄odo	sea harvest	inm		
veraa	isam	0005	mes	fish	inm		
veraa	isam	0006	goto	hermit crab	inm		
veraa	isam	0007	wōkalkal	crab	inm		
veraa	isam	0008	wōsēs	mussel	inm		
veraa	isam	0009	ruwa	a couple	hum	< 0002	
veraa	isam	0010	'an̄sara	one person	hum	< 0002, 0018	
veraa	isam	0011	m̄o-gi	house of 0010	loc		
veraa	isam	0012	'ēnēs	middle of the night	tme		
veraa	isam	0013	nev	fire	mss		
veraa	isam	0014	'ekē	place in the deep sea	loc		
veraa	isam	0015	masō-gi	the time 0010 notices the reef moving	tme		
veraa	isam	0016	naw	saltwater / the sea	mss		
veraa	isam	0017	kolo	back of the reef	bdp	M 0003	
veraa	isam	0018	gēdu	the reef and 0010	anm	> 0003, 0010	
veraa	isam	0019	vunuō	land (Torres)	loc		
veraa	isam	0020	dir	they (generic)	hum		
veraa	isam	0021	maran	daylight	tme		
veraa	isam	0022	mē'ērsa	harbour of Hiw	loc		
veraa	isam	0023	vunuō	Hiw island	loc		
veraa	isam	0024	'an̄sara	person / spirit in the reef	hum	< 0003	
veraa	isam	0025	qōn̄	amount of time to be spent on Hiw island	tme		
veraa	isam	0026	kēnē	inland (Hiw island)	loc		
veraa	isam	0027	'ekē	dry place for 0010 to jump onto	loc		
veraa	isam	0028	gengen	food that reef wants 0010 to eat	inm		
veraa	isam	0029	'ōnō	place to sleep for 0010 (to be found)	loc		
veraa	isam	0030	masō-gi	the time when reef calls 0010 to return home	tme		
veraa	isam	0031	qiri	today	tme		
veraa	isam	0032	qōrqōr	dream 0010 has (that the reef calls him to go back)	abs		
veraa	isam	0033	'ono	place where reef lied	loc		
veraa	isam	0034	qōn̄	two nights they need to get to the harbour	tme		
veraa	isam	0035	mē'ērsa	harbour of Lemerig	loc		
veraa	isam	0036	masō-gi	time when they get into the harbour	tme		
veraa	isam	0037	vō-ruō	two pieces of the reef	anm	> 0038, 0039; M 0003	
veraa	isam	0038	kum̄	the bigger part of the reef	anm	M 0037, 0003	
veraa	isam	0039	menre	other piece of the reef	anm	M 0037, 0003	
veraa	isam	0040	qōn̄	fifth night 0010 has been missing	tme		
veraa	isam	0041	ma'ava	the morning of the fifth night	tme		
veraa	isam	0042	qiri	the day of the fifth night	tme		
veraa	isam	0043	masō-gi	time for the dances on the fifth night	tme		
veraa	isam	0044	lak-laka	the dances on the fifth night	abs		
veraa	isam	0045	Vunu Lava	Vanua Lava	loc		
veraa	isam	0046	tō	fowl	anm		
veraa	isam	0047	ekēnē	the place where the reef gets stuck permanently	loc		
veraa	isam	0048	dudu	leaf tree	inm		
veraa	isam	0049	nō	clothes made out of leaf tree	inm		
veraa	isam	0050	revrev	afternoon	tme		
veraa	isam	0051	resdōn̄ar	special kind of dance, the devil dance	abs		
veraa	isam	0052	lak-laka	first dance	abs		
veraa	isam	0053	vag-ruō	second dance	abs		
veraa	isam	0054	vag-'ōl	third dance	abs		
veraa	isam	0055	gengen sir	food for 0010	inm		
veraa	isam	0056	kaka	story of how 0010 went to Hiw island with the reef	abs		
veraa	isam	0057	kele	another fifth night	tme		
veraa	isam	0058	sō-sōgō	the line of 0010	abs		
veraa	iswm	0001	Wowōt	Wowōt	hum	> 0046, 0056, 0070; < 0004, 0133	
veraa	iswm	0002	m̄eter	m̄eter	hum	> 0068, 0069; < 0004	
veraa	iswm	0003	vono	home	loc		
veraa	iswm	0004	-ruō	0001 and 0002	hum	> 0001, 0002	
veraa	iswm	0005	dir	they (generic)	hum	> 0084, 0086
veraa	iswm	0006	vono	village of 0001 (Nos)	loc
veraa	iswm	0007	vono	village of 0002 (n̄erelan̄tir)	loc		
veraa	iswm	0008	ruwa	a couple	hum	> 0010, 0015; < 0020, 0096, 0138	
veraa	iswm	0010	'ama	father of the baby	hum	< 0008, 0020, 0138	
veraa	iswm	0011	m̄ōgm̄ōglēge	things the father blessed the baby with	abs	> 0012, 0013	
veraa	iswm	0012	man̄ra	money	mss	< 0011	
veraa	iswm	0013	qō	pigs	anm	< 0011	
veraa	iswm	0014	so	name of the baby	abs		
veraa	iswm	0015	vēvē-n	mother of 0001	hum	< 0008, 0020, 0138	
veraa	iswm	0016	dōdōmia	plan of parents for 0001 to be blessed	abs		
veraa	iswm	0017	nim̄ē	house of 0008	loc		
veraa	iswm	0018	ren̄e	women (generic)	hum		
veraa	iswm	0019	sara	village square	loc		
veraa	iswm	0020	dir	they	hum	> 0008, 0010, 0015	
veraa	iswm	0021	'uwō	hill where 0020 stay	loc		
veraa	iswm	0022	Laln̄e'ak	Laln̄e'ak	loc		
veraa	iswm	0024	m̄ērm̄ēre	kids playing on the village square	hum	< 0031	
veraa	iswm	0025	vēvē	mothers of the kids playing on the village square	hum	< 0027, 0031	
veraa	iswm	0026	'ama	fathers of the kids playing on the village square	hum	< 0027, 0031	
veraa	iswm	0027	lu-luwo	adults (mothers and fathers)	hum	> 0025, 0026; < 0031	
veraa	iswm	0028	ren̄e	woman that stays downwards of the hill	hum		
veraa	iswm	0029	bur	lamp downhill	inm		
veraa	iswm	0030	bur	lamps used in village of 0001 (Nos)	inm		
veraa	iswm	0031	-de	our' (adults and their kids)	hum	> 0024, 0025, 0026, 0027	
veraa	iswm	0032	dō	canarium leaves	inm	> 0033	
veraa	iswm	0033	'ir	base of canarium leaf	inm	< 0032	
veraa	iswm	0034	'in̄i	juice to make lamps	mss		
veraa	iswm	0035	'ama	father of 0002	hum	< 0037	
veraa	iswm	0036	vēvē	mother of 0002	hum	< 0037	
veraa	iswm	0037	duru	mother and father	hum	> 0035, 0036	
veraa	iswm	0038	nim̄ē	household of 0002	loc		
veraa	iswm	0039	vo-vo'	weaving	abs		
veraa	iswm	0040	bolo	valuable things in terms of money	abs		
veraa	iswm	0041	bolo	other valuable things	abs		
veraa	iswm	0042	lum-lumgav	all the young men	hum	> 0043, 0064, 0065	
veraa	iswm	0043	'aklē	some of the young men	hum	< 0042	
veraa	iswm	0044	vulō	moon	inm		
veraa	iswm	0045	riar	bow and arrow	inm		
veraa	iswm	0046	bini	arm / hand of 0001	bdp	M 0001	
veraa	iswm	0047	bē	river	loc		
veraa	iswm	0048	vu'	tree	inm		
veraa	iswm	0049	Ban̄lav	Ban̄lav	loc		
veraa	iswm	0050	Laln̄ē'ak	Laln̄ē'ak	loc		
veraa	iswm	0051	Qugemel	Qugemel	loc		
veraa	iswm	0052	Mamles	Mamles	loc		
veraa	iswm	0053	Kalon	Kalon	loc		
veraa	iswm	0054	Qesōw	Qesōw	loc		
veraa	iswm	0055	bē	river	loc		
veraa	iswm	0056	'irbē	body of 0001	bdp	< 0001, 0114	
veraa	iswm	0057	mesgi'e	sweat	inm		
veraa	iswm	0058	n̄ērē	shore (of the river?)	loc		
veraa	iswm	0059	ne'	reef	loc		
veraa	iswm	0060	n̄ērē	shore of 0061	loc		
veraa	iswm	0062	ve'	stones on the ground	inm		
veraa	iswm	0063	mē'ēsal	path	loc		
veraa	iswm	0064	'aklē	some of the young men	hum	< 0042	
veraa	iswm	0065	'aklē	some of the young men	hum	< 0042	
veraa	iswm	0066	'uvu	a stone	inm		
veraa	iswm	0067	mē'ēm̄ē	door of 0002	inm		
veraa	iswm	0068	'irbē	body of 0002	bdp	M 0002	
veraa	iswm	0069	nōgō	face of 0002	bdp	M 0002	
veraa	iswm	0070	nōgō-n	face of 0001	bdp	M 0001	
veraa	iswm	0072	kakaka	conversation between 0001 and 0002	abs		
veraa	iswm	0073	dōdōmia	plan of 0064	abs		
veraa	iswm	0074	qiri	today (the day 0001 should be killed)	tme		
veraa	iswm	0075	momse	breath of 0001	bdp		
veraa	iswm	0076	n̄ērē	shore of 0077	loc		
veraa	iswm	0078	qa-qan̄	wall	inm		
veraa	iswm	0079	qoro	hole	inm		
veraa	iswm	0080	ma'avan	morning after 0001's death	tme		
veraa	iswm	0081	nim̄ē	houses in the village of Nos (0006)	inm		
veraa	iswm	0082	kaka	story of 0002, 0008 tell 0001	abs		
veraa	iswm	0083	'ubu-n	grandfather of 0001	hum	> 0089; < 0114, 0133	
veraa	iswm	0084	bini	arms of people	bdp	M 0005	
veraa	iswm	0085	sē	anything / anyone lost	abs		
veraa	iswm	0086	sē	someone coming (?)	abs	> 0088; < 0005	
veraa	iswm	0087	dōdōmia	tradition of handrubbing when someone / sth is lost	abs		
veraa	iswm	0088	bini	hand of 0086	bdp	M 0086	
veraa	iswm	0089	bini	hand of grandfather	bdp	M 0083	
veraa	iswm	0090	n̄ē-n̄ērē-gi	all shores of Vanua Lava	loc		
veraa	iswm	0091	Lates	Lates	loc		
veraa	iswm	0092	Mē'ēsarig	Mē'ēsarig	loc		
veraa	iswm	0094	vu'	spirit in grandfather's hands	anm		
veraa	iswm	0095	sul	everybody	hum	< 0096	
veraa	iswm	0096	gidē	we (the people and 0008)	hum	> 0008, 0095, 0101	
veraa	iswm	0097	gēnē	pig 0096 take	anm		
veraa	iswm	0098	gēnē	shell money 0096 take	inm	< 0099	
veraa	iswm	0099	ZERO	0097 and 0098	inm	> 0097, 0098	
veraa	iswm	0100	Bēgorwa'ag	Bēgorwa'ag	loc		
veraa	iswm	0101	maranag	a chief	hum	< 0096	
veraa	iswm	0102	wisma'	k.o. plant, sign of peace	inm		
veraa	iswm	0103	raga	people of 0093	hum	> 0104	
veraa	iswm	0104	maranaga	chief of 0103	hum	< 0103	
veraa	iswm	0105	mē'ēsala	way to the body of 0001	abs		
veraa	iswm	0106	'ekē	place where 0001 was killed, place of Gek	loc		
veraa	iswm	0107	qōn̄	four nights (time passed with 0001's body in the hole)	tme		
veraa	iswm	0108	du vog	leafs used to wrap 0001	inm		
veraa	iswm	0109	lan̄	flies	anm		
veraa	iswm	0110	woqe'enge	piece of wood to carry 0001	inm		
veraa	iswm	0111	gamal	grandfather's gamal (men's house)	loc		
veraa	iswm	0112	sava	the instructions of the grandfather as to where to put 0001	abs		
veraa	iswm	0113	sē	anybody who comes and disturbs grandfather	hum		
veraa	iswm	0114	kamadu	grandfather and 0001's body	hum	> 0083, 0056	possibly also includes 0001; see connection to 0113
veraa	iswm	0115	qōn̄	four nights (time grandfather will stay in gamal)	tme	> 0123	
veraa	iswm	0116	du m̄ēl	m̄ēl leaf	inm		
veraa	iswm	0117	seg	seg leaf	inm		
veraa	iswm	0118	man-mana	magic power of song and leaves (?)	abs		
veraa	iswm	0119	nes	song grandfather sings that has magic powers	abs		
veraa	iswm	0120	'an̄sar	all the spirits of all the hills of the entire area	anm		
veraa	iswm	0121	n̄ē-n̄ērē	all the hills	loc		
veraa	iswm	0122	es	the life (force) of 0001	abs		
veraa	iswm	0123	qōn̄	the fourth night	tme	< 0115	
veraa	iswm	0124	di	the act of coming alive	abs		
veraa	iswm	0125	revrev	evening	tme		
veraa	iswm	0126	di	morning	tme		
veraa	iswm	0127	gengen	food	mss		
veraa	iswm	0128	qōn̄	fifth night	tme		
veraa	iswm	0129	bē	water	mss		
veraa	iswm	0130	di	the staying in the room	abs		
veraa	iswm	0131	qōn̄	time of 0130 (ten nights)	tme		
veraa	iswm	0132	miē	outside of 0111	loc		
veraa	iswm	0133	duru	grandfather and 0001	hum	> 0083, 0001	see connection to 0114
veraa	iswm	0134	gengen	only roasted food	mss		
veraa	iswm	0135	gargar	strict diet for 0133	abs		
veraa	iswm	0136	qōn̄	time 0001 still stays in gamal (10 nights)	tme		
veraa	iswm	0137	dōdōmia	plan 0001 has to follow when going out	abs		
veraa	iswm	0138	dir	the people who will do a dance for 0001 to follow	hum	> 0008, 0010, 0015, 0148	
veraa	iswm	0139	lak-laka	dance the poeple will do; plan for 0146	abs		depicted reality
veraa	iswm	0140	rōrō	message that 0001 is alive	abs		
veraa	iswm	0141	qōn̄	twelfth day	tme		
veraa	iswm	0142	n̄ērē	point of 0006	loc		
veraa	iswm	0143	Bēgōrwa'ag	Bēgōrwa'ag	loc		
veraa	iswm	0144	lōo	sun	inm		
veraa	iswm	0145	lak-laka	general dancing	abs		
veraa	iswm	0146	lak-laka	actual dance 0138 do; is realisation of 0139	abs		
veraa	iswm	0147	raga	people in general	hum		
veraa	iswm	0148	ruwa	two people	hum	< 0138	
veraa	iswm	0149	'ōsōm̄	ashes	mss		
veraa	iswm	0150	-gi	the realising of 0002 who 0001 is	abs		
veraa	iswm	0151	'ekē	white spot in 0001's face	loc		
veraa	iswm	0152	sē	older men	hum		
veraa	iswm	0153	sara	village square	loc		
veraa	iswm	0154	'e	many years 0004 lived	tme		
veraa	jjq	0001	Qo'	Qo', brother of 0002	hum		
veraa	jjq	0002	'isi	brothers of 0001	hum		
veraa	jjq	0003	dir	Qo' and his brothers	hum	> 0001, 0002	
veraa	jjq	0004	Rev	Rev	loc		
veraa	jjq	0005	nik	you	hum		depicted reality
veraa	jjq	0006	skul	school	inm		
veraa	jjq	0007	so	name	inm		
veraa	jjq	0009	naka	canoes of 0003	inm		
veraa	jjq	0008	wōm̄ōm̄ō'	bush	loc		
veraa	jjq	0010	Serewan	Serewan	loc		
veraa	jjq	0011	mē'ērsa	harbour of 0004	loc		
veraa	jjq	0012	Narwē	Narwē	loc		
veraa	jjq	0013	ge	one of the brothers	hum	< 0002	
veraa	jjq	0015	nak	canoe of 0013	inm		
veraa	jjq	0017	naw	saltwater	inm		
veraa	jjq	0014	ge	another of the brothers	hum	< 0002	
veraa	jjq	0016	ko	down to the sea	inm		
veraa	jjq	0018	naka	canoe	inm		
veraa	jjq	0019	nanara	nanara tree	inm		
veraa	jjq	0020	wōmarawraw	spider	anm		
veraa	jjq	0021	kōlōv	wood chip	inm		
veraa	jjq	0022	'ōnō	location of 0018	loc		
veraa	jjq	0023	menren	piece of wood chip	inm	M 0021	
veraa	jjq	0024	im̄ē	house of 0001	loc		
veraa	jjq	0026	duru	0020 and 0001	hum	> 0020, 0001	
veraa	jjq	0027	qōn̄	night	inm		
veraa	jjq	0028	wēde	rain	inm		
veraa	jjq	0029	gaga	vines	inm		
veraa	jjq	0030	wo'iw'iwēm	connecting woods	inm		
veraa	jjq	0031	sama	outrigger	inm		
veraa	jjq	0032	qaran̄	conjuring hole	loc		
veraa	jjq	0033	n̄ērē	shoreline	loc		
veraa	jjq	0034	'aklē	some of the brothers	hum	< 0002	
veraa	jjq	0035	'aklē	some of the brothers	hum	< 0002	
veraa	jjq	0036	ma'a	garden	loc		
veraa	jjq	0037	n̄ēn̄ērē	store / shore	loc		
veraa	jjq	0038	gunu	wife of 0001	hum		
veraa	jjq	0039	tēktēk	talk of brothers to Qo'	inm		
veraa	jjq	0040	daraga	wild nutmeg trees	inm		
veraa	jjq	0041	daraga	the wildest nutmeg tree	inm		
veraa	jjq	0042	n̄ōl	top of 0041	inm	M 0041	
veraa	jjq	0043	ga	vine to catch birds	inm		
veraa	jjq	0044	nes	song	inm		
veraa	jjq	0045	Lōkōno	Lōkōno	loc		
veraa	jjq	0046	dir	0002 and 0038	hum	> 0002, 0038	
